time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-04T09:23:23.598Z,-17.7023,-178.7343,558.56,4.5,mb,,72,3.062,0.85,us,us6000c5ej,2020-10-04T09:44:25.040Z,"210 km ENE of Levuka, Fiji",earthquake,11.8,5,0.043,158,reviewed,us,us
2020-10-04T09:17:28.944Z,49.0969,155.2235,53.76,5.1,mww,,128,4.308,0.92,us,us6000c5ef,2020-10-04T18:33:11.040Z,"187 km SSW of Severo-Kuril’sk, Russia",earthquake,9.5,6.8,0.086,13,reviewed,us,us
2020-10-04T07:11:45.355Z,51.252,-179.268,42.09,4.8,mb,,140,0.907,0.97,us,us6000c5e0,2020-10-04T14:54:40.588Z,"195 km WSW of Adak, Alaska",earthquake,7,6.9,0.026,477,reviewed,us,us
2020-10-04T03:35:23.787Z,-12.4267,166.4353,96.35,5.1,mww,,36,3.093,1.1,us,us6000c5cl,2020-10-09T21:37:53.073Z,"200 km SSE of Lata, Solomon Islands",earthquake,9.2,5.2,0.069,20,reviewed,us,us
2020-10-04T02:51:33.795Z,29.865,130.6298,33.65,4.8,mb,,126,1.646,0.77,us,us6000c5c4,2020-10-04T03:09:15.040Z,"41 km SSE of Koshima, Japan",earthquake,7.7,6.2,0.075,55,reviewed,us,us
2020-10-04T02:18:53.313Z,-15.0935,-172.2832,10,4.8,mb,,72,1.273,1.19,us,us6000c5c2,2020-10-04T02:55:23.040Z,"131 km SSW of Lotofagā, Samoa",earthquake,8.6,1.9,0.139,16,reviewed,us,us
2020-10-03T22:53:10.844Z,-4.4196,154.0433,399.64,4.6,mb,,48,7.071,0.76,us,us6000c5b3,2020-10-03T23:13:18.040Z,"197 km E of Kokopo, Papua New Guinea",earthquake,7.6,7.5,0.054,100,reviewed,us,us
2020-10-03T22:19:30.299Z,9.237,126.4115,47.03,4.6,mb,,116,2.305,0.7,us,us6000c5b0,2020-10-04T18:36:33.767Z,"Mindanao, Philippines",earthquake,9.8,8.3,0.067,67,reviewed,us,us
2020-10-03T20:04:31.529Z,-18.6857,-177.8429,618.31,4.5,mb,,123,4.011,1,us,us6000c5a9,2020-10-03T22:22:00.040Z,Fiji region,earthquake,13.5,7.9,0.049,123,reviewed,us,us
2020-10-03T18:37:21.079Z,-62.3666,-58.3688,10,5,mb,,89,0.188,1.15,us,us6000c59c,2020-10-03T18:53:26.040Z,South Shetland Islands,earthquake,5.6,1.3,0.115,25,reviewed,us,us
2020-10-03T16:30:06.352Z,-7.1605,150.0707,14.93,5.4,mww,,21,3.61,0.59,us,us6000c588,2020-10-06T19:39:56.040Z,"120 km SSE of Kandrian, Papua New Guinea",earthquake,6.1,3.9,0.066,22,reviewed,us,us
2020-10-03T16:26:15.932Z,-62.2937,-58.2471,5.09,4.8,mb,,62,0.202,0.9,us,us6000c589,2020-10-06T17:13:49.040Z,South Shetland Islands,earthquake,3.1,3.6,0.109,29,reviewed,us,us
2020-10-03T14:15:56.423Z,15.6226,120.3028,38.03,4.7,mb,,93,1.924,1,us,us6000c57g,2020-10-04T18:41:17.330Z,"4 km W of Bacsay, Philippines",earthquake,7.4,6.8,0.063,88,reviewed,us,us
2020-10-03T13:22:47.240Z,69.278,-29.811,10,5.2,mww,,29,2.974,0.7,us,us6000c56t,2020-10-06T15:28:14.040Z,eastern Greenland,earthquake,6.1,1.7,0.06,27,reviewed,us,us
2020-10-03T12:26:27.750Z,29.8894,130.7074,34.27,5.1,mww,,94,1.629,0.91,us,us6000c56c,2020-10-03T21:29:18.040Z,"41 km SSE of Koshima, Japan",earthquake,7.5,4.8,0.069,20,reviewed,us,us
2020-10-03T09:31:35.227Z,33.5204,140.8977,59.21,5.5,mww,,30,0.993,1.03,us,us6000c54x,2020-10-04T09:37:29.350Z,"188 km SSE of Tateyama, Japan",earthquake,6.8,5.4,0.093,11,reviewed,us,us
2020-10-03T07:04:44.849Z,-29.6952,-67.1603,119.88,4.5,mb,,141,2.264,0.71,us,us6000c54h,2020-10-03T07:54:21.040Z,"43 km SW of La Rioja, Argentina",earthquake,7.3,13.7,0.181,9,reviewed,us,us
2020-10-03T05:03:47.908Z,13.5946,120.9561,182.37,4.7,mb,,128,8.707,0.52,us,us6000c547,2020-10-03T05:25:20.040Z,"9 km NNW of Sabang, Philippines",earthquake,6.4,7.8,0.071,60,reviewed,us,us
2020-10-03T03:25:12.901Z,6.1509,126.1339,128.48,4.9,mb,,82,1.066,1.1,us,us6000c53b,2020-10-03T06:29:42.135Z,"23 km SSW of Pondaguitan, Philippines",earthquake,8.4,6.3,0.064,77,reviewed,us,us
2020-10-03T00:49:41.798Z,47.4416,-27.8309,10,4.7,mb,,77,14.852,0.56,us,us6000c6qg,2020-10-10T05:17:46.040Z,northern Mid-Atlantic Ridge,earthquake,11.9,1.9,0.076,52,reviewed,us,us
2020-10-03T00:11:07.035Z,-1.1609,-78.1743,10,4.7,mb,,135,8.502,0.62,us,us6000c52d,2020-10-10T22:45:01.358Z,"38 km NE of Baños, Ecuador",earthquake,9.1,1.8,0.027,418,reviewed,us,us
2020-10-02T23:37:51.845Z,43.9028,145.5761,10.51,4.6,mb,,114,2.163,0.41,us,us6000c6py,2020-10-10T04:52:53.040Z,"26 km WSW of Yuzhno-Kurilsk, Russia",earthquake,9,5.7,0.114,23,reviewed,us,us
2020-10-02T23:33:32.149Z,-62.2427,-57.9131,10,4.7,mb,,67,0.351,0.96,us,us6000c6px,2020-10-10T02:33:43.040Z,South Shetland Islands,earthquake,5.5,1.7,0.108,26,reviewed,us,us
2020-10-02T23:31:13.069Z,18.8312,145.9612,78.07,5.2,mww,,13,3.574,0.67,us,us6000c521,2020-10-10T23:41:19.874Z,"Pagan region, Northern Mariana Islands",earthquake,8.4,4.6,0.08,15,reviewed,us,us
2020-10-02T19:18:24.789Z,-8.6767,-80.1196,32.12,4.6,mb,,144,4.606,0.57,us,us6000c4z2,2020-10-02T21:43:59.040Z,off the coast of northern Peru,earthquake,6.5,6,0.066,71,reviewed,us,us
2020-10-02T17:12:54.812Z,-19.4187,-174.2267,10,4.9,mb,,72,5.958,0.78,us,us6000c4xg,2020-10-02T19:04:31.514Z,"45 km NNE of Pangai, Tonga",earthquake,9.1,1.9,0.046,153,reviewed,us,us
2020-10-02T16:44:41.473Z,-8.7609,-79.8015,39.25,4.6,mb,,147,4.33,0.86,us,us6000c4ws,2020-10-02T20:49:05.047Z,"107 km SW of Huanchaquito Alto, Peru",earthquake,11.4,9.3,0.067,66,reviewed,us,us
2020-10-02T15:15:55.242Z,-5.0109,153.6845,74.04,4.6,mb,,70,1.72,0.67,us,us6000c4um,2020-10-02T18:57:58.040Z,"173 km ESE of Kokopo, Papua New Guinea",earthquake,7.7,6.6,0.103,28,reviewed,us,us
2020-10-02T13:16:26.975Z,-17.166,167.6109,9.64,5.1,mb,,66,1.753,0.77,us,us6000c4rx,2020-10-02T13:48:45.040Z,"97 km NW of Port-Vila, Vanuatu",earthquake,7.7,4.7,0.077,55,reviewed,us,us
2020-10-02T12:37:48.269Z,-62.3467,-58.1602,10,4.7,mb,,93,1.182,0.72,us,us6000c4re,2020-10-02T13:22:42.040Z,South Shetland Islands,earthquake,7.6,1.9,0.13,18,reviewed,us,us
2020-10-02T11:29:08.587Z,-8.5056,-79.5818,35,4.5,mb,,178,4.386,0.89,us,us6000c4pu,2020-10-02T12:13:35.040Z,"70 km SW of Huanchaquito Alto, Peru",earthquake,11.5,2,0.079,47,reviewed,us,us
2020-10-02T10:44:30.121Z,-5.4189,152.4458,32.89,4.9,mb,,106,1.251,0.58,us,us6000c4ph,2020-10-02T11:19:41.040Z,"120 km S of Kokopo, Papua New Guinea",earthquake,10.6,6.5,0.074,58,reviewed,us,us
2020-10-02T10:17:33.188Z,-62.3735,-58.2326,10,5.8,mww,,73,0.243,0.85,us,us6000c4p5,2020-10-03T10:19:07.351Z,South Shetland Islands,earthquake,6.9,1.9,0.078,16,reviewed,us,us
2020-10-02T09:24:00.584Z,-8.6911,-80.0784,35,4.6,mb,,144,4.568,0.75,us,us6000c4nw,2020-10-02T13:37:24.040Z,"122 km SW of Santiago de Cao, Peru",earthquake,10.4,2,0.049,124,reviewed,us,us
2020-10-02T09:18:24.161Z,-8.7758,-80.2213,35,4.8,mb,,120,4.608,0.61,us,us6000c4n9,2020-10-02T10:13:26.040Z,"140 km SW of Santiago de Cao, Peru",earthquake,3.9,1.9,0.036,243,reviewed,us,us
2020-10-02T09:07:02.873Z,-8.5101,-80.0958,35,4.8,mb,,146,4.71,0.77,us,us6000c4n8,2020-10-02T09:45:01.040Z,"112 km WSW of Santiago de Cao, Peru",earthquake,9.6,2,0.032,299,reviewed,us,us
2020-10-02T06:56:54.458Z,15.7808,119.9325,40.01,4.8,mb,,118,1.831,0.62,us,us6000c4m1,2020-10-04T18:34:00.004Z,"3 km NE of Santa Cruz, Philippines",earthquake,8,7.8,0.086,41,reviewed,us,us
2020-10-02T01:48:36.405Z,-11.8285,116.9674,10,4.8,mb,,101,4.337,1.23,us,us6000c4iw,2020-10-02T02:05:47.040Z,"South of Lombok, Indonesia",earthquake,8.8,1.9,0.127,21,reviewed,us,us
2020-10-02T01:40:11.458Z,10.762,126.2531,35,4.5,mb,,133,3.728,0.72,us,us6000c6p6,2020-10-08T23:41:44.040Z,"50 km ESE of Sulangan, Philippines",earthquake,15.2,2,0.163,11,reviewed,us,us
2020-10-01T23:13:03.805Z,-24.1565,-67.1574,194.74,4.9,mb,,43,1.521,1.03,us,us6000c4dw,2020-10-03T03:34:36.040Z,"85 km W of San Antonio de los Cobres, Argentina",earthquake,7.2,7.1,0.129,19,reviewed,us,us
2020-10-01T22:56:19.333Z,14.4852,-92.7304,35,4.6,mb,,107,1.003,0.65,us,us6000c4dl,2020-10-10T23:54:46.040Z,"42 km SW of Puerto Madero, Mexico",earthquake,8.4,2,0.032,292,reviewed,us,us
2020-10-01T22:04:04.939Z,-2.9415,145.4498,10,4.8,mb,,43,2.112,0.92,us,us6000c4cl,2020-10-10T21:56:12.040Z,"197 km NE of Angoram, Papua New Guinea",earthquake,7.7,1.9,0.076,54,reviewed,us,us
2020-10-01T22:02:50.529Z,-62.2734,-57.6053,10,4.5,mb,,107,1.163,0.88,us,us6000c6h9,2020-10-10T02:36:06.040Z,South Shetland Islands,earthquake,4.7,1.9,0.14,15,reviewed,us,us
2020-10-01T21:50:47.737Z,-62.2392,-57.632,10,4.6,mb,,104,1.199,1.16,us,us6000c6h4,2020-10-10T02:37:18.040Z,South Shetland Islands,earthquake,4.2,1.9,0.132,17,reviewed,us,us
2020-10-01T21:12:19.779Z,-49.8893,111.5144,10,4.6,mb,,183,16.446,0.64,us,us6000c6h2,2020-10-10T01:39:56.040Z,southeast Indian Ridge,earthquake,7.5,2,0.158,12,reviewed,us,us
2020-10-01T21:07:29.620Z,-4.1999,70.0393,10,4.7,mb,,55,3.993,0.58,us,us6000c4av,2020-10-10T21:45:24.040Z,Chagos Archipelago region,earthquake,9,1.9,0.07,61,reviewed,us,us
2020-10-01T19:06:50.248Z,-7.9609,123.032,209.35,4.5,mb,,82,1.033,0.61,us,us6000c45d,2020-10-06T17:24:09.040Z,"116 km NE of Maumere, Indonesia",earthquake,6.8,9,0.115,22,reviewed,us,us
2020-10-01T18:28:39.408Z,-2.4629,68.0854,10,4.6,mb,,50,5.719,1.19,us,us6000c44a,2020-10-07T15:38:20.040Z,Carlsberg Ridge,earthquake,3.6,1.9,0.087,39,reviewed,us,us
2020-10-01T18:15:36.269Z,-6.3647,130.7412,104.47,5,mb,,104,1.699,0.96,us,us6000c43n,2020-10-02T21:07:29.040Z,"237 km WSW of Tual, Indonesia",earthquake,7.4,7,0.075,61,reviewed,us,us
2020-10-01T14:57:32.858Z,55.0008,164.5571,10,4.5,mb,,127,4.008,0.8,us,us6000c3xp,2020-10-02T14:20:12.040Z,"189 km SE of Ust’-Kamchatsk Staryy, Russia",earthquake,8.9,1.9,0.068,64,reviewed,us,us
2020-10-01T12:17:10.766Z,-21.0029,-178.7544,598.82,4.5,mb,,133,4.425,0.83,us,us6000c3v4,2020-10-01T14:25:17.040Z,Fiji region,earthquake,12.8,7,0.037,216,reviewed,us,us
2020-10-01T11:46:30.294Z,-19.2458,-177.6626,508.23,4.5,mb,,102,4.331,0.86,us,us6000c3v5,2020-10-01T13:11:54.040Z,Fiji region,earthquake,12.6,6.8,0.058,87,reviewed,us,us
2020-10-01T11:12:49.413Z,-25.4528,70.1098,10,4.8,mb,,57,21.638,0.63,us,us6000c6gr,2020-10-08T10:12:31.040Z,Mid-Indian Ridge,earthquake,12.5,1.8,0.093,38,reviewed,us,us
2020-10-01T11:05:38.557Z,36.7633,26.781,151.86,5.1,mb,,48,1.211,1.07,us,us6000c3tv,2020-10-01T11:16:52.040Z,"16 km W of Kéfalos, Greece",earthquake,7,7.2,0.091,39,reviewed,us,us
2020-10-01T10:34:48.481Z,-6.0867,148.6576,109.22,6,mww,,19,3.615,0.95,us,us6000c3td,2020-10-05T16:55:45.040Z,"99 km W of Kandrian, Papua New Guinea",earthquake,6.7,6.5,0.055,32,reviewed,us,us
2020-10-01T10:25:08.677Z,51.7326,-174.9395,45.64,5.3,mww,,70,0.656,1.19,us,us6000c3t7,2020-10-11T10:35:12.972Z,"72 km SW of Atka, Alaska",earthquake,5.1,4.8,0.054,33,reviewed,us,us
2020-10-01T05:30:19.130Z,-22.489,-66.3672,255.27,4.5,mb,,66,1.735,0.66,us,us6000c3q5,2020-10-01T06:11:31.040Z,"73 km WNW of Abra Pampa, Argentina",earthquake,10.2,10.4,0.156,12,reviewed,us,us
2020-10-01T01:13:36.437Z,-19.5355,-174.0834,28,6.4,mww,,20,3.951,0.61,us,us6000c3kz,2020-10-03T01:35:16.910Z,"41 km NE of Pangai, Tonga",earthquake,8.2,1.9,0.053,34,reviewed,us,us
2020-10-01T00:31:27.340Z,33.056,-115.5898333,11.54,4.93,mw,111,47,0.0189,0.31,ci,ci39641528,2020-10-07T03:26:40.969Z,"4km NE of Westmorland, CA",earthquake,0.17,0.36,,7,reviewed,ci,ci
2020-10-01T00:24:40.306Z,12.5846,-88.2321,59.24,4.5,mb,,166,1.187,1.05,us,us6000c3hq,2020-10-01T02:02:45.040Z,off the coast of Central America,earthquake,5.2,10,0.041,171,reviewed,us,us
2020-09-30T22:10:47.182Z,9.2272,126.704,10,5.1,mww,,47,2.415,0.71,us,us6000c3ec,2020-10-09T22:47:43.040Z,"55 km ENE of La Paz, Philippines",earthquake,7.7,1.8,0.071,19,reviewed,us,us
2020-09-30T22:02:31.068Z,42.8163,-1.5515,10,4.6,mb,,54,2.079,0.7,us,us6000c3e9,2020-10-09T04:51:52.765Z,"3 km ESE of Huarte-Uharte, Spain",earthquake,6,1.8,0.073,56,reviewed,us,us
2020-09-30T21:13:10.357Z,9.2094,126.7568,10,4.6,mb,,116,2.424,0.55,us,us6000c3dm,2020-10-09T03:04:01.040Z,"59 km ENE of La Paz, Philippines",earthquake,9,1.9,0.071,60,reviewed,us,us
2020-09-30T21:08:08.342Z,9.1581,126.6167,10,4.6,mb,,126,2.315,0.65,us,us6000c3e1,2020-10-09T02:47:23.040Z,"43 km ENE of La Paz, Philippines",earthquake,8.1,1.5,0.077,50,reviewed,us,us
2020-09-30T20:03:02.400Z,-17.0135,167.7461,10,4.6,mb,,103,1.642,1,us,us6000c65a,2020-10-06T16:30:27.040Z,"100 km NW of Port-Vila, Vanuatu",earthquake,9.1,1.9,0.182,9,reviewed,us,us
2020-09-30T19:35:23.452Z,-17.0258,167.7784,8.74,5.4,mww,,81,1.664,0.87,us,us6000c3bi,2020-10-02T21:51:46.437Z,"97 km NW of Port-Vila, Vanuatu",earthquake,7.6,3.5,0.059,28,reviewed,us,us
2020-09-30T16:58:42.110Z,-62.334,-58.4956,10,4.8,mb,,98,0.124,1.07,us,us6000c39r,2020-10-06T22:06:24.040Z,South Shetland Islands,earthquake,6.9,1.8,0.144,15,reviewed,us,us
2020-09-30T13:58:44.790Z,38.7836,142.1435,42.07,4.8,mb,,117,2.169,0.6,us,us6000c356,2020-10-05T14:27:57.040Z,"48 km SE of Ōfunato, Japan",earthquake,4.3,6.7,0.06,87,reviewed,us,us
2020-09-30T13:29:31.457Z,-19.4704,-69.3817,106,4.5,mb,,54,0.264,0.39,us,us6000c34x,2020-10-05T13:56:56.040Z,"115 km NE of Iquique, Chile",earthquake,4.3,4.6,0.156,12,reviewed,us,us
2020-09-30T05:23:12.810Z,-7.164,125.1462,484.63,4.6,mb,,113,2.717,0.71,us,us6000c30k,2020-09-30T05:40:47.040Z,"158 km N of Likisá, Timor Leste",earthquake,12.9,10.2,0.132,17,reviewed,us,us
2020-09-30T04:37:20.695Z,24.8653,122.0775,103.89,5,mww,,34,0.537,1.14,us,us6000c30f,2020-10-01T02:39:39.684Z,"34 km ENE of Yilan, Taiwan",earthquake,4.8,3.8,0.059,28,reviewed,us,us
2020-09-30T01:16:04.622Z,-9.4559,119.3575,10,4.5,mb,,79,2.959,0.74,us,us6000c2zc,2020-10-09T01:40:09.040Z,"96 km S of Komodo, Indonesia",earthquake,5.4,1.8,0.124,19,reviewed,us,us
2020-09-30T00:49:39.522Z,19.8926,122.6193,10,4.7,mb,,105,3.102,1.14,us,us6000c2z2,2020-10-06T22:03:40.040Z,"91 km SE of Basco, Philippines",earthquake,7.5,1.9,0.069,64,reviewed,us,us
2020-09-29T19:01:18.273Z,-15.1504,-174.0614,10,5.1,mww,,66,2.528,0.64,us,us6000c2tc,2020-09-30T16:57:00.040Z,"93 km NNW of Hihifo, Tonga",earthquake,9.4,1.8,0.093,11,reviewed,us,us
2020-09-29T17:55:43.398Z,-9.6271,119.0339,10,4.9,mb,,57,3.313,0.98,us,us6000c2rr,2020-09-29T18:23:08.040Z,"125 km SSW of Komodo, Indonesia",earthquake,2.4,1.8,0.078,56,reviewed,us,us
2020-09-29T15:45:37.465Z,-27.7293,65.6605,10,4.6,mb,,162,8.209,0.54,us,us6000c4u8,2020-10-05T14:19:35.040Z,Indian Ocean Triple Junction,earthquake,6.9,2,0.223,8,reviewed,us,us
2020-09-29T14:31:24.123Z,-28.883,-112.267,10,4.6,mb,,77,3.128,0.92,us,us6000c4u4,2020-10-04T20:29:18.040Z,Easter Island region,earthquake,13.4,1.9,0.094,34,reviewed,us,us
2020-09-29T14:24:31.669Z,-33.6998,-70.8277,85.25,4.5,mb,,41,0.154,0.37,us,us6000c2lq,2020-10-04T17:08:33.203Z,"8 km WNW of Buin, Chile",earthquake,4.9,4.5,0.15,13,reviewed,us,us
2020-09-29T12:11:39.171Z,-21.0339,117.1499,10,4.5,mb,,97,2.413,0.85,us,us6000c2il,2020-09-30T04:10:39.526Z,"39 km S of Wickham, Australia",earthquake,7.1,1.9,0.171,10,reviewed,us,us
2020-09-29T11:34:51.572Z,-62.4579,-58.4645,10,4.9,mb,,86,1.158,0.92,us,us6000c2id,2020-09-29T12:08:14.040Z,South Shetland Islands,earthquake,3.2,1.9,0.132,18,reviewed,us,us
2020-09-29T08:34:56.487Z,-24.8812,-179.976,485.86,4.5,mb,,72,4.714,1.06,us,us6000c2gj,2020-09-29T08:58:27.040Z,south of the Fiji Islands,earthquake,12.1,6.7,0.039,189,reviewed,us,us
2020-09-29T06:44:22.474Z,12.3422,-88.7585,35,4.5,mb,,145,1.733,0.68,us,us6000c2fy,2020-09-29T07:32:02.040Z,"106 km SSW of Puerto El Triunfo, El Salvador",earthquake,5.9,2,0.043,161,reviewed,us,us
2020-09-29T04:38:46.627Z,22.1344,144.3523,82.36,4.9,mb,,114,6.99,0.66,us,us6000c2ew,2020-09-30T04:48:59.288Z,"Volcano Islands, Japan region",earthquake,8.9,5.1,0.041,185,reviewed,us,us
2020-09-29T04:08:02.904Z,31.3924,51.0596,10,4.9,mb,,59,3.351,0.73,us,us6000c2ea,2020-09-29T23:43:45.040Z,"48 km W of Semīrom, Iran",earthquake,6.6,1.9,0.059,89,reviewed,us,us
2020-09-29T03:10:48.831Z,78.9882,2.5225,10,4.7,mb,,111,2.869,0.51,us,us6000c2du,2020-09-29T23:58:25.680Z,Greenland Sea,earthquake,9.7,1.9,0.057,93,reviewed,us,us
2020-09-29T01:14:17.872Z,22.4236,121.1368,14.59,4.9,mwr,,117,0.395,0.58,us,us6000c2d2,2020-09-29T21:35:21.977Z,"61 km NE of Hengchun, Taiwan",earthquake,5.3,3.8,0.062,25,reviewed,us,us
2020-09-29T01:03:53.809Z,13.4008,145.873,10,5.1,mb,,81,0.995,0.74,us,us6000c2cv,2020-10-11T01:14:08.404Z,"107 km E of Yigo Village, Guam",earthquake,3.1,1.9,0.052,118,reviewed,us,us
2020-09-29T00:17:35.169Z,-33.5826,-177.8995,10,5,mww,,128,4.324,0.64,us,us6000c2cm,2020-10-02T03:55:05.040Z,south of the Kermadec Islands,earthquake,10,1.9,0.093,11,reviewed,us,us
2020-09-28T23:27:21.190Z,16.1614,-97.716,10,4.5,mb,,176,1.614,0.78,us,us6000c2ch,2020-09-29T14:36:46.648Z,"7 km NNW of San José del Progreso, Mexico",earthquake,9.1,1.9,0.03,329,reviewed,us,us
2020-09-28T22:59:45.625Z,5.1128,-76.7076,78.11,4.6,mb,,55,2.392,1.17,us,us6000c4r3,2020-10-04T23:19:58.040Z,"5 km SSW of Istmina, Colombia",earthquake,7.9,8.6,0.114,23,reviewed,us,us
2020-09-28T20:50:56.792Z,22.4308,121.1154,25.34,5.1,mww,,104,0.386,0.69,us,us6000c2ae,2020-09-29T20:00:56.432Z,"60 km NE of Hengchun, Taiwan",earthquake,6.2,5.1,0.089,12,reviewed,us,us
